23	1110008L16Rik	224.387052684761	0.0355153987960489	1.02492290849958	0.0913394101672953	0.388828860740393	0.697402749744047	0.99984980203113	278	216	222	212	227	196	240	222	ENSMUSG00000021023	RIKEN cDNA 1110008L16 gene	12	55299577	55382533	1
24	1110008P14Rik	338.929120629128	-0.0897922274934706	-1.06421690616784	0.108233937840622	-0.82961249756701	0.406757908486175	0.99984980203113	369	394	363	342	335	313	352	253	ENSMUSG00000039195	RIKEN cDNA 1110008P14 gene	2	32377097	32381938	-1
25	1110012L19Rik	524.739159229377	-0.0203376438868838	-1.01419681150285	0.100522344223485	-0.202319633947934	0.8396668516838	0.99984980203113	625	550	519	522	527	586	514	410	ENSMUSG00000045237	RIKEN cDNA 1110012L19 gene	X	70385877	70389417	1
26	1110019D14Rik	63.9185466573086	0.150687261171377	1.11009816708296	0.133748852520133	1.1266433941831	0.259893284248457	0.99984980203113	73	55	66	53	74	74	57	58	ENSMUSG00000097616	RIKEN cDNA 1110019D14 gene	6	13871526	14044373	1
27	1110020A21Rik	4.84982033937806	-0.0919847881537433	-1.06583549778768	0.118760532396687	-0.774540045395662	0.438611496457966	NA	7	7	3	7	4	5	2	5	ENSMUSG00000097047	RIKEN cDNA 1110020A21 gene	17	84954967	84957710	-1
28	1110025M09Rik	18.087239367691	-0.0226181482985532	-1.01580124571452	0.148929114973736	-0.151871904311941	0.879287968321282	NA	26	17	12	23	19	17	23	16	ENSMUSG00000103520	RIKEN cDNA 1110025M09 gene	15	81584174	81585028	-1
29	1110032A03Rik	274.143362686179	-0.0195971529161599	-1.01367638905762	0.0973465091829929	-0.201313360701214	0.840453556094876	0.99984980203113	312	278	260	306	287	231	276	235	ENSMUSG00000037971	RIKEN cDNA 1110032A03 gene	9	50762828	50775520	-1
30	1110034G24Rik	74.5791747251555	-0.0407831494876785	-1.02867207727096	0.132655804566115	-0.307435845880023	0.758511647354414	0.99984980203113	89	84	62	84	80	65	87	62	ENSMUSG00000044991	RIKEN cDNA 1110034G24 gene	2	132686931	132751055	1
31	1110037F02Rik	2834.62231458228	0.0338085501669364	1.02371104197791	0.0829543763384288	0.407555956168096	0.683599705253283	0.99984980203113	3374	2840	2459	3041	3118	2792	2609	2748	ENSMUSG00000040720	RIKEN cDNA 1110037F02 gene	4	11485958	11550684	1
32	1110038B12Rik	1779.24413958695	-0.0193297474449942	-1.01348852018347	0.0779319339161067	-0.248033719602064	0.804108317332089	0.99984980203113	1955	1832	1808	1883	1840	1800	1736	1570	ENSMUSG00000092203	RIKEN cDNA 1110038B12 gene	17	34950238	34952471	-1
33	1110038F14Rik	491.689938202543	-0.157728940088888	-1.11552971198904	0.103005918248704	-1.53126094859964	0.125704912860858	0.99984980203113	612	496	598	497	458	379	525	395	ENSMUSG00000063236	RIKEN cDNA 1110038F14 gene	15	76948539	76950729	1
34	1110046J04Rik	84.2112008302992	0.0105035128647339	1.00730704745976	0.145525781901254	0.0721763025596451	0.94246160379574	0.99984980203113	72	110	70	93	80	98	73	81	ENSMUSG00000085457	RIKEN cDNA 1110046J04 gene	13	33935567	33960181	1
35	1110051M20Rik	501.835111718259	-0.0929292853914667	-1.06653350273737	0.0849165876722695	-1.0943596291236	0.273797282514562	0.99984980203113	665	465	529	535	502	401	535	464	ENSMUSG00000040591	RIKEN cDNA 1110051M20 gene	2	91275068	91444704	-1
36	1110059E24Rik	521.792448953805	0.0205007940074619	1.01431151050978	0.0979656001671389	0.209265231596454	0.834241192032514	0.99984980203113	594	464	518	588	506	433	561	485	ENSMUSG00000035171	RIKEN cDNA 1110059E24 gene	19	21581202	21652976	-1
37	1110059G10Rik	242.233937631834	0.102972557390518	1.07398404235119	0.0937189507743934	1.09873783839514	0.271882432984918	0.99984980203113	251	240	231	244	258	222	265	232	ENSMUSG00000032551	RIKEN cDNA 1110059G10 gene	9	122945089	122951000	-1
38	1110065P20Rik	516.650385750327	0.0974886469862653	1.06990940941891	0.107209251504746	0.909330543940507	0.363175672435744	0.99984980203113	510	525	499	520	469	497	534	494	ENSMUSG00000078570	RIKEN cDNA 1110065P20 gene	4	124849080	124851196	-1
39	1190002F15Rik	37.1109406398137	-0.347365586422474	-1.27223535695176	0.149350202615636	-2.32584610090183	0.0200267622737342	0.969965391037362	67	34	50	45	42	27	30	17	ENSMUSG00000098318	RIKEN cDNA 1190002F15 gene	6	134929092	134951718	1
40	1190002N15Rik	1248.24862911088	-0.284476121450257	-1.21796790884155	0.122173122264022	-2.32846731080091	0.0198873030816811	0.966887277307073	2228	1430	1181	1219	1371	920	1123	1001	ENSMUSG00000045414	RIKEN cDNA 1190002N15 gene	9	94517864	94538081	-1
41	1190007I07Rik	64.5991464008167	0.142778271614503	1.10402915543512	0.143400705814773	0.995659476034416	0.31941562607041	0.99984980203113	58	53	63	72	51	65	80	60	ENSMUSG00000063320	RIKEN cDNA 1190007I07 gene	10	82619851	82623228	-1
42	1200014J11Rik	990.830483887144	0.00765416040612687	1.00531955857904	0.0865395401406057	0.0884469734145885	0.929521428169246	0.99984980203113	1370	888	880	1037	1034	849	1004	947	ENSMUSG00000020783	RIKEN cDNA 1200014J11 gene	11	73047783	73089317	1
43	1300002E11Rik	114.560184610751	-0.0133881318908548	-1.00932313807453	0.119721162201707	-0.111827613803968	0.910960092196568	0.99984980203113	173	99	111	106	124	105	116	104	ENSMUSG00000097290	RIKEN cDNA 1300002E11 gene	16	21794347	21809037	1
44	1500002C15Rik	76.5726398450108	0.0902868857560011	1.0645818578235	0.150110898810782	0.60146789121428	0.547528391591205	0.99984980203113	144	61	43	61	106	68	99	61	ENSMUSG00000096221	RIKEN cDNA 1500002C15 gene	4	155732545	155734727	-1
45	1500009L16Rik	175.341274800894	0.0240708628646806	1.01682461685841	0.150155538766872	0.160306193580062	0.872639880201713	0.99984980203113	104	207	204	186	143	218	124	166	ENSMUSG00000087651	RIKEN cDNA 1500009L16 gene	10	83722865	83762761	1
46	1500011B03Rik	98.860886922669	0.00013352695890985	1.00009255811834	0.138089412032402	0.000966960152444698	0.999228477543683	0.999918532889265	102	114	100	95	111	122	86	75	ENSMUSG00000072694	RIKEN cDNA 1500011B03 gene	5	114808196	114813976	-1
47	1500011K16Rik	153.695469839631	-0.0368793662276919	-1.02589235975108	0.132190223516257	-0.27898709334701	0.78025472969707	0.99984980203113	185	188	142	140	134	177	165	115	ENSMUSG00000051319	RIKEN cDNA 1500011K16 gene	2	127791388	127792488	-1
48	1500012F01Rik	1372.26570566159	0.0989256415617492	1.07097562224827	0.106644369618235	0.927621794904721	0.353603788101495	0.99984980203113	1530	1076	1314	1574	1404	1189	1519	1243	ENSMUSG00000074578	RIKEN cDNA 1500012F01 gene	2	167062934	167065862	1
49	1500015A07Rik	50.9415705228739	-0.0618012834127356	-1.0437681490598	0.149952659906629	-0.412138627292224	0.680237817790836	0.99984980203113	76	39	35	77	72	53	40	31	ENSMUSG00000098702	RIKEN cDNA 1500015A07 gene	18	61726390	61735917	1
50	1500015O10Rik	399.488075009546	-0.0351284071872557	-1.02464801785295	0.150124368233249	-0.233995370642802	0.814988572603591	0.99984980203113	629	447	306	361	324	179	418	524	ENSMUSG00000026051	RIKEN cDNA 1500015O10 gene	1	43730602	43742578	1
51	1600002H07Rik	246.190838093681	-0.111664851615667	-1.08047437095227	0.108812618692323	-1.02621233601048	0.304791507886369	0.99984980203113	290	223	281	288	238	188	265	223	ENSMUSG00000024118	RIKEN cDNA 1600002H07 gene	17	24215054	24220851	-1
52	1600002K03Rik	163.409067264119	0.0904812110247482	1.06472526241214	0.119378539460238	0.757935315960918	0.448489706968439	0.99984980203113	181	154	155	164	158	196	156	133	ENSMUSG00000035595	RIKEN cDNA 1600002K03 gene	10	80172944	80175146	1
53	1600012H06Rik	1311.90507282941	0.0331965282704811	1.0232768541004	0.0813601844957651	0.408019333734538	0.683259480833432	0.99984980203113	1555	1297	1224	1345	1212	1378	1350	1202	ENSMUSG00000050088	RIKEN cDNA 1600012H06 gene	17	14943184	14959570	1
54	1600014C10Rik	804.602097935408	0.00423099872198662	1.00293700942092	0.0929159689527768	0.0455357541838364	0.963680276726478	0.99984980203113	863	877	821	784	838	661	833	796	ENSMUSG00000054676	RIKEN cDNA 1600014C10 gene	7	38183217	38197568	1
55	1600020E01Rik	161.233385807289	0.0503647158888609	1.03552667375135	0.140029571010681	0.359672000173586	0.719092433269135	0.99984980203113	184	132	189	151	143	107	177	195	ENSMUSG00000097048	RIKEN cDNA 1600020E01 gene	6	86526271	86564442	1
56	1700001G11Rik	7.88965953215929	0.0514296909263732	1.036291365641	0.128365573373653	0.400650186609374	0.688677690453368	NA	7	14	4	5	11	9	8	6	ENSMUSG00000085984	RIKEN cDNA 1700001G11 gene	14	66295334	66297129	-1
57	1700001G17Rik	6.46196138532557	0.0870431241344212	1.06219093636546	0.11141776184852	0.781232028810292	0.434666039136599	NA	3	8	7	3	6	16	6	4	ENSMUSG00000103746	RIKEN cDNA 1700001G17 gene	1	33669824	33670712	1
58	1700001L05Rik	23.3169334454112	-0.107929698410706	-1.0776806290893	0.141785294467468	-0.761219270419265	0.446526110059829	NA	54	21	23	16	36	18	16	11	ENSMUSG00000075511	RIKEN cDNA 1700001L05 gene	15	83357526	83367282	-1
59	1700003E16Rik	29.8988020913879	-0.0513683073996876	-1.03624727464211	0.147896253766563	-0.347326629927805	0.728345946809565	NA	40	32	27	31	35	30	22	24	ENSMUSG00000030030	RIKEN cDNA 1700003E16 gene	6	83156404	83162975	1
60	1700003F12Rik	6.39156257732322	0.0692653470089794	1.04918228018901	0.105195606748068	0.658443343312449	0.510253291843678	NA	2	8	8	3	3	16	5	4	ENSMUSG00000038523	RIKEN cDNA 1700003F12 gene	2	154547085	154550003	1
61	1700003M07Rik	42.1164501391731	-0.0166623067588148	-1.01161638313409	0.148897171779236	-0.111904790129388	0.910898898488922	0.99984980203113	36	45	50	45	54	41	28	40	ENSMUSG00000085389	RIKEN cDNA 1700003M07 gene	4	129960374	129963657	1
62	1700006J14Rik	20.0948584426213	0.0715106269254711	1.05081640375095	0.13625813723218	0.524817294424179	0.599710207829241	NA	10	24	22	18	21	37	10	17	ENSMUSG00000034764	RIKEN cDNA 1700006J14 gene	10	120364157	120384336	1
63	1700007G11Rik	5.87544030481374	-0.180386896723403	-1.13318773872852	0.111581100212457	-1.61664382570109	0.105955186019353	NA	11	13	8	3	7	5	2	4	ENSMUSG00000057816	RIKEN cDNA 1700007G11 gene	5	98329304	98802047	1
64	1700007K13Rik	151.581949948386	0.0318635472095237	1.02233183198367	0.140597417491915	0.22662967626241	0.82071171431044	0.99984980203113	143	157	165	152	192	180	123	140	ENSMUSG00000026831	RIKEN cDNA 1700007K13 gene	2	28462001	28466332	-1
65	1700007L15Rik	17.039151773822	0.120176072301322	1.08686750011017	0.146346919820009	0.821172542948805	0.411547993822182	NA	11	18	11	22	20	18	23	12	ENSMUSG00000097318	RIKEN cDNA 1700007L15 gene	16	33379855	33380727	-1
66	1700008J07Rik	39.1623749512018	0.0159569322783208	1.01112189611707	0.14716491610753	0.10842891567078	0.913655464958308	0.99984980203113	63	37	31	34	43	39	44	37	ENSMUSG00000101225	RIKEN cDNA 1700008J07 gene	7	127510438	127512869	-1
67	1700009N14Rik	26.7531685413289	0.095896213883089	1.06872910508434	0.126134279167373	0.76027083609714	0.447092710665627	NA	11	36	15	29	27	54	9	23	ENSMUSG00000028287	RIKEN cDNA 1700009N14 gene	4	39450295	39451776	1
68	1700010I14Rik	34.4473192478735	-0.0249733462370376	-1.01746089435871	0.149307286235753	-0.167261403422773	0.867164371878103	0.99984980203113	30	35	36	44	42	31	27	37	ENSMUSG00000023873	RIKEN cDNA 1700010I14 gene	17	8988333	9008319	1
69	1700010K23Rik	25.9088578912345	0.0972243037112176	1.06971338916504	0.114462621475079	0.849397842354899	0.395659953364841	NA	10	23	39	11	33	5	61	33	ENSMUSG00000092599	RIKEN cDNA 1700010K23 gene	16	66657118	66664626	1
70	1700010K24Rik	1.18438812269459	-0.022868585052441	-1.01597759348082	0.067175638655447	-0.340429737776474	0.733532927093903	NA	3	0	2	1	1	2	1	1	ENSMUSG00000085102	RIKEN cDNA 1700010K24 gene	3	108248909	108256985	-1
71	1700016P03Rik	15.8838108234162	0.00137599400206758	1.00095422134277	0.123737333690978	0.0111202816564965	0.991127481818461	NA	5	15	19	25	6	15	16	12	ENSMUSG00000085609	RIKEN cDNA 1700016P03 gene	11	75172560	75177633	1
72	1700017B05Rik	1319.41091223148	-0.0523318772251462	-1.03693961092753	0.117396450498318	-0.445770523751024	0.655763015936277	0.99984980203113	1337	1424	1591	1257	1577	1022	1261	1136	ENSMUSG00000032300	RIKEN cDNA 1700017B05 gene	9	57252322	57262599	-1
73	1700019G17Rik	26.7251977647533	-0.119523465949624	-1.08637596433016	0.149741833553108	-0.798196890698779	0.424756241505932	NA	24	33	29	34	27	20	27	24	ENSMUSG00000068299	RIKEN cDNA 1700019G17 gene	6	85899051	85904884	-1
74	1700020D05Rik	15.834493100825	0.0220417346491402	1.01539547406314	0.138695080423853	0.158922252914671	0.873730128213275	NA	27	10	16	13	24	10	9	24	ENSMUSG00000100937	RIKEN cDNA 1700020D05 gene	19	5502767	5503787	-1
75	1700020I14Rik	2813.51028331109	0.0700649560148575	1.04976394721349	0.13616823354711	0.514546999617331	0.606869609425519	0.99984980203113	4172	2242	2383	2734	3157	1761	3325	3100	ENSMUSG00000085438	RIKEN cDNA 1700020I14 gene	2	119594297	119607502	1
76	1700021F05Rik	398.165751742946	0.0230137031468351	1.01607979397613	0.0978073920265924	0.235296153695398	0.813978880238778	0.99984980203113	436	419	424	365	369	398	427	368	ENSMUSG00000019797	RIKEN cDNA 1700021F05 gene	10	43525121	43540994	-1
77	1700021K19Rik	1219.18987815551	-0.100723686767132	-1.07231122195088	0.0842899167959192	-1.19496721074007	0.232099841277203	0.99984980203113	1700	1231	1219	1209	1355	1182	1138	1002	ENSMUSG00000035629	RIKEN cDNA 1700021K19 gene	16	32821703	32877766	-1
78	1700022N22Rik	2.89683792361662	0.0904493788261364	1.0647017701486	0.101523744657956	0.890918465733012	0.372972913070414	NA	3	2	3	1	2	3	5	4	ENSMUSG00000097523	RIKEN cDNA 1700022N22 gene	17	25985815	25988469	1
79	1700023F06Rik	7.85671856987556	0.0323256741859588	1.02265935982616	0.128260341859277	0.25203171703242	0.801016548278864	NA	7	5	13	6	9	3	10	9	ENSMUSG00000020940	RIKEN cDNA 1700023F06 gene	11	103198944	103208558	-1
80	1700024P16Rik	19.6477066045755	0.137538538463364	1.10002669770886	0.124137214477806	1.10795573303245	0.267880934083458	NA	4	23	19	14	16	45	16	18	ENSMUSG00000078612	RIKEN cDNA 1700024P16 gene	4	104913456	105016863	1
81	1700025G04Rik	476.431462914421	0.121004178046971	1.08749154022743	0.115585065093663	1.04688419692386	0.295152991283806	0.99984980203113	568	335	453	536	482	448	473	461	ENSMUSG00000032666	RIKEN cDNA 1700025G04 gene	1	151852403	152090125	-1
82	1700025H01Rik	10.7429829214875	0.0488341493694752	1.0344286579059	0.13603149546974	0.358991490910562	0.719601454849364	NA	12	12	13	5	10	5	14	15	ENSMUSG00000101888	RIKEN cDNA 1700025H01 gene	16	30195071	30200299	1
83	1700026L06Rik	15.3476966247978	0.0503589733524628	1.03552255192545	0.14424632524136	0.349117894464206	0.727000802940361	NA	23	8	18	13	20	9	19	11	ENSMUSG00000026809	RIKEN cDNA 1700026L06 gene	2	28692080	28699727	-1
84	1700028I16Rik	5.83349002795632	0.0446487347469419	1.03143201718551	0.121747110550485	0.366733424268228	0.713817872111786	NA	4	8	4	6	3	7	6	5	ENSMUSG00000056821	RIKEN cDNA 1700028I16 gene	10	82812123	82824242	1
85	1700028J19Rik	12.1892765643666	0.0556065146741431	1.03929593557057	0.141961424887831	0.391701581736587	0.695278721188882	NA	9	17	12	9	12	17	12	9	ENSMUSG00000038782	RIKEN cDNA 1700028J19 gene	7	44229933	44236122	-1
86	1700029I15Rik	18.9757010042982	-0.0422024988758611	-1.02968460139217	0.138396999801851	-0.304937960622587	0.760413403371315	NA	31	15	28	11	26	7	17	25	ENSMUSG00000044916	RIKEN cDNA 1700029I15 gene	2	92382538	92385708	1
87	1700029J07Rik	60.8068700151364	0.0092342482340317	1.00642122133916	0.145473241248009	0.0634772976446491	0.949386436634412	0.99984980203113	118	40	58	45	45	26	68	84	ENSMUSG00000071103	RIKEN cDNA 1700029J07 gene	8	45953606	45975252	-1
88	1700030C10Rik	16.4117696517457	-0.385710292310196	-1.30650286861887	0.142415510738466	-2.70834469019685	0.00676197526821536	NA	31	26	16	26	4	9	11	10	ENSMUSG00000099759	RIKEN cDNA 1700030C10 gene	12	20804381	20815779	-1
89	1700030J22Rik	30.5662399505521	-0.0452047562741236	-1.03182961260091	0.150131055741707	-0.30110196754958	0.76333674072346	NA	35	42	27	28	44	30	19	26	ENSMUSG00000031847	RIKEN cDNA 1700030J22 gene	8	116969599	116978943	-1
90	1700030K09Rik	220.209586274528	-0.088871102357376	-1.06353764683719	0.13044042135301	-0.681315664542856	0.495671773559227	0.99984980203113	355	164	217	245	233	163	211	216	ENSMUSG00000052794	RIKEN cDNA 1700030K09 gene	8	72443880	72461001	1
91	1700034P13Rik	13.332416137601	-0.164095410555594	-1.12046331196896	0.147075500748173	-1.11572226319707	0.264541037783908	NA	19	13	18	15	17	8	10	11	ENSMUSG00000097893	RIKEN cDNA 1700034P13 gene	1	9747648	9791922	1
92	1700037C18Rik	40.9227608125094	-0.0434654901699526	-1.03058642198698	0.143593857132438	-0.302697420613641	0.762120463682998	0.99984980203113	50	34	44	48	38	33	36	42	ENSMUSG00000005983	RIKEN cDNA 1700037C18 gene	16	3895179	3908689	-1
93	1700037H04Rik	543.731257694181	-0.133941141605621	-1.09728717005968	0.105187426650953	-1.27335695786229	0.202891403597868	0.99984980203113	663	581	579	587	475	577	494	515	ENSMUSG00000027327	RIKEN cDNA 1700037H04 gene	2	131146324	131160081	-1
94	1700047I17Rik2	38.2464217018028	0.346827178767923	1.27176065271072	0.149850012075151	2.3144955009679	0.0206405577567915	0.984716946464456	26	26	22	41	27	46	47	56	ENSMUSG00000094103	RIKEN cDNA 1700047I17 gene 2	12	55199533	55214076	1
95	1700048O20Rik	54.5011018909564	-0.250916821688995	-1.18996308723108	0.150138508014265	-1.67123561441782	0.0946751482451374	0.99984980203113	119	61	47	54	74	37	35	37	ENSMUSG00000043773	RIKEN cDNA 1700048O20 gene	9	121938135	121947014	1
96	1700049G17Rik	149.780625033691	-0.135500059633607	-1.09847349511661	0.140256576661577	-0.966087030346915	0.334000633831912	0.99984980203113	278	133	139	142	166	99	145	141	ENSMUSG00000070709	RIKEN cDNA 1700049G17 gene	7	27907392	27929460	-1
97	1700052K11Rik	180.203957923759	-0.0878789829606366	-1.06280651962431	0.122129253957134	-0.719557191362856	0.471797677409982	0.99984980203113	239	160	203	189	220	123	181	156	ENSMUSG00000099681	RIKEN cDNA 1700052K11 gene	11	105177726	105181433	-1
98	1700055D18Rik	23.384011190271	-0.00263172731107555	-1.00182583918389	0.149992951368539	-0.0175456732270657	0.986001296478578	NA	26	24	21	27	23	15	28	22	ENSMUSG00000070997	RIKEN cDNA 1700055D18 gene	4	45011687	45015406	1
99	1700056E22Rik	11.0016853120619	0.0409787909873057	1.02881158325691	0.139949414045223	0.292811450958015	0.769666275096492	NA	8	13	10	12	9	15	7	12	ENSMUSG00000044854	RIKEN cDNA 1700056E22 gene	1	184033030	184034301	-1
100	1700066M21Rik	239.059646011284	-0.0385490111736036	-1.02708032220427	0.0892427608902212	-0.431956730036886	0.665772862088454	0.99984980203113	312	231	228	251	251	228	227	203	ENSMUSG00000038323	RIKEN cDNA 1700066M21 gene	1	57377620	57385423	1
101	1700084E18Rik	6.18732983480531	0.0210516561612646	1.01469887755105	0.126696592624695	0.166158029392508	0.868032587935489	NA	7	6	7	5	7	6	3	5	ENSMUSG00000100747	RIKEN cDNA 1700084E18 gene	2	30236795	30238223	-1
102	1700086L19Rik	7.84652800918016	0.116423198728236	1.08404391257257	0.112997118675811	1.03032006561384	0.302859782732579	NA	4	2	8	10	7	2	12	14	ENSMUSG00000071265	RIKEN cDNA 1700086L19 gene	12	74284281	74295945	1
103	1700086O06Rik	33.1066995490751	-0.158456508794656	-1.11609242910961	0.14950886749854	-1.0598468936714	0.289214259060615	0.99984980203113	37	49	36	31	33	24	39	27	ENSMUSG00000097080	RIKEN cDNA 1700086O06 gene	18	38238405	38250565	-1
104	1700086P04Rik	4.45827653219041	0.0110219185494393	1.00766906958945	0.111481680404569	0.0988675315032976	0.921243448673645	NA	4	3	8	3	6	5	3	6	ENSMUSG00000085085	RIKEN cDNA 1700086P04 gene	4	129050097	129057983	-1
105	1700088E04Rik	45.6399277114198	0.140551328959247	1.10232629171719	0.142597624992639	0.985649858940514	0.324304962402235	0.99984980203113	53	41	47	35	47	47	60	44	ENSMUSG00000033029	RIKEN cDNA 1700088E04 gene	15	79129349	79141253	-1
106	1700092M07Rik	5.00109144436501	0.0205663001543011	1.01435756677624	0.121602001028023	0.169127974707929	0.865695981250186	NA	5	6	6	3	4	5	7	5	ENSMUSG00000090840	RIKEN cDNA 1700092M07 gene	19	8740718	8741225	1
107	1700096K18Rik	22.9466720945166	-0.0832695053139347	-1.05941622240567	0.149758155958573	-0.556026513420538	0.57819272991532	NA	29	18	29	27	23	12	30	23	ENSMUSG00000101856	RIKEN cDNA 1700096K18 gene	5	25530013	25531466	1
108	1700101I11Rik	4.67107948778998	0.0777551614832178	1.05537459573715	0.110819142906813	0.701640162914828	0.482903598040528	NA	5	6	3	2	6	6	7	6	ENSMUSG00000097675	RIKEN cDNA 1700101I11 gene	6	129532094	129533272	-1
109	1700102P08Rik	6.08808174425723	-0.0519507293063486	-1.03666569637168	0.119102950324957	-0.436183395664068	0.662703674038065	NA	8	9	7	4	7	8	1	6	ENSMUSG00000032611	RIKEN cDNA 1700102P08 gene	9	108392805	108410934	1
110	1700109H08Rik	21.870598156787	0.147249615241426	1.10745618008879	0.150141694271241	0.980737668881032	0.326722122911868	NA	22	21	18	20	21	16	22	27	ENSMUSG00000008307	RIKEN cDNA 1700109H08 gene	5	3571566	3584356	1
111	1700112D23Rik	4.72547034466975	0.0429819891910347	1.03024109186427	0.111193627255114	0.386550832561833	0.699088763451735	NA	6	2	6	4	4	1	6	6	ENSMUSG00000091329	RIKEN cDNA 1700112D23 gene	3	28702667	28781108	-1
